ID,Date,Element,Data_Value
GMW00034068,2007-05-28,TMAX,161
GMW00035032,2011-01-19,TMIN,10
GMW00034068,2007-05-28,TMIN,99
GMW00035032,2012-01-14,TMIN,-1
GMW00034068,2011-04-25,TMIN,91
GMW00034068,2009-12-16,TMAX,19
GMW00034068,2005-03-10,TMIN,-29
GMW00034068,2007-12-18,TMIN,-46
GMW00034068,2005-03-10,TMAX,72
GME00121246,2006-09-30,TMAX,224
GMW00035032,2006-04-22,TMIN,80
GMW00035032,2008-02-05,TMAX,84
GMW00034068,2009-10-04,TMIN,126
GMW00034068,2005-04-19,TMAX,131
GMW00034068,2014-11-18,TMAX,96
GMW00034068,2015-09-08,TMIN,105
GME00121246,2010-02-17,TMIN,-81
GMW00035032,2012-07-08,TMAX,246
GME00121246,2014-01-25,TMAX,23
GME00121246,2010-02-17,TMAX,33
GME00121246,2007-07-03,TMIN,124
GMW00034068,2014-06-08,TMAX,335
GMW00035032,2007-02-10,TMIN,22
GMW00034068,2008-10-12,TMIN,89
GMW00035032,2008-09-16,TMIN,79
GMW00034068,2011-10-11,TMAX,168
GMW00034068,2013-10-29,TMAX,155
GMW00035032,2006-12-14,TMIN,18
GMW00035032,2007-03-23,TMIN,26
GMW00034068,2013-10-29,TMIN,55
GMW00035032,2006-01-27,TMAX,-38
GMW00035032,2006-12-14,TMAX,75
GMW00034068,2009-10-16,TMIN,23
GMW00034068,2008-10-12,TMAX,167
GMW00034068,2015-09-08,TMAX,217
GME00121246,2014-01-25,TMIN,3
GMW00035032,2012-07-08,TMIN,159
GMW00035032,2012-12-27,TMAX,89
GME00121246,2005-12-01,TMAX,46
GMW00034068,2009-08-07,TMAX,315
GMW00034068,2009-08-07,TMIN,150
GMW00035032,2012-12-27,TMIN,62
GMW00035032,2012-01-14,TMAX,65
GMW00035032,2015-04-12,TMIN,64
GMW00034068,2011-10-11,TMIN,141
GMW00034068,2008-10-15,TMIN,110
GME00121246,2014-06-11,TMIN,180
GMW00035032,2015-08-18,TMAX,201
GMW00034068,2011-04-25,TMAX,237
GMW00034068,2013-06-08,TMIN,126
GMW00034068,2013-06-08,TMAX,270
GMW00034068,2010-03-04,TMIN,-26
GMW00034068,2010-03-04,TMAX,67
GME00121246,2014-06-11,TMAX,265
GMW00035032,2015-06-12,TMIN,144
GMW00034068,2014-05-09,TMIN,119
GMW00034068,2006-10-12,TMAX,210
GMW00034068,2007-05-02,TMIN,89
GMW00035032,2008-11-18,TMIN,6
GMW00034068,2010-02-02,TMIN,-18
GMW00035032,2008-08-04,TMAX,265
GMW00035032,2008-08-04,TMIN,163
GME00121246,2015-05-27,TMAX,147
GME00121246,2015-05-27,TMIN,38
GME00121246,2008-12-01,TMIN,-26
GMW00034068,2010-02-02,TMAX,24
GMW00035032,2013-09-28,TMIN,64
GMW00035032,2014-10-09,TMIN,137
GMW00035032,2013-09-28,TMAX,179
GME00121246,2008-12-01,TMAX,39
GME00121246,2015-02-20,TMIN,4
GMW00034068,2005-01-08,TMAX,148
GME00121246,2006-06-22,TMAX,221
GME00121246,2006-06-22,TMIN,112
GMW00034068,2007-11-02,TMIN,35
GMW00034068,2009-05-17,TMAX,270
GMW00035032,2010-04-07,TMAX,212
GME00121246,2010-05-18,TMAX,138
GMW00035032,2005-03-20,TMIN,31
GMW00035032,2012-02-27,TMAX,89
GMW00035032,2010-05-28,TMIN,91
GME00121246,2015-11-27,TMIN,-13
GMW00035032,2010-05-28,TMAX,194
GMW00035032,2014-07-15,TMIN,163
GMW00035032,2010-04-07,TMIN,53
GME00121246,2015-11-27,TMAX,7
GMW00034068,2007-05-02,TMAX,217
GMW00034068,2009-05-17,TMIN,70
GME00121246,2007-10-27,TMIN,66
GMW00034068,2011-12-02,TMAX,145
GMW00035032,2009-12-10,TMIN,53
GMW00035032,2008-05-13,TMAX,259
GMW00034068,2007-11-02,TMAX,112
GMW00034068,2014-12-31,TMIN,0
GMW00034068,2012-07-19,TMAX,212
GME00121246,2013-01-28,TMAX,52
GME00121246,2010-03-20,TMAX,168
GMW00035032,2009-12-23,TMAX,27
GMW00035032,2010-09-19,TMIN,30
GMW00034068,2011-07-31,TMIN,101
GMW00034068,2015-04-01,TMIN,46
GMW00034068,2015-04-01,TMAX,105
GME00121246,2013-07-10,TMAX,264
GMW00034068,2011-07-31,TMAX,175
GMW00035032,2014-07-15,TMAX,272
GMW00035032,2011-03-07,TMIN,-33
GMW00034068,2011-12-20,TMIN,-6
GMW00035032,2011-03-07,TMAX,85
GMW00034068,2010-03-30,TMIN,66
GMW00034068,2009-02-03,TMAX,58
GME00121246,2014-10-18,TMAX,197
GMW00034068,2011-12-20,TMAX,16
GMW00035032,2009-06-12,TMAX,211
GMW00035032,2012-02-27,TMIN,-16
GMW00035032,2009-06-12,TMIN,89
GMW00035032,2009-12-23,TMIN,6
GMW00035032,2015-02-09,TMAX,55
GME00121246,2012-05-29,TMAX,260
GMW00034068,2012-07-19,TMIN,141
GME00121246,2012-05-29,TMIN,132
GME00121246,2015-06-05,TMIN,117
GME00121246,2015-06-05,TMAX,333
GME00121246,2013-01-28,TMIN,1
GMW00034068,2010-03-30,TMAX,183
GMW00035032,2005-05-19,TMIN,29
GMW00035032,2013-07-06,TMIN,162
GMW00035032,2008-11-18,TMAX,72
GMW00035032,2015-02-09,TMIN,0
GMW00035032,2012-10-05,TMIN,70
GMW00035032,2012-10-05,TMAX,192
GMW00034068,2007-12-31,TMIN,-3
GME00121246,2010-03-20,TMIN,95
GMW00035032,2013-07-06,TMAX,271
GMW00035032,2006-12-11,TMAX,50
GMW00034068,2011-12-02,TMIN,37
GME00121246,2015-12-05,TMAX,85
GMW00034068,2012-03-05,TMAX,80
GME00121246,2006-12-10,TMAX,81
GMW00034068,2007-04-26,TMIN,111
GME00121246,2012-03-22,TMIN,10
GME00121246,2008-07-24,TMIN,107
GME00121246,2008-02-11,TMAX,122
GMW00034068,2007-04-26,TMAX,263
GME00121246,2012-03-22,TMAX,202
GMW00035032,2008-07-26,TMIN,196
GMW00034068,2014-10-16,TMIN,141
GMW00034068,2007-12-31,TMAX,45
GMW00034068,2009-04-21,TMIN,96
GMW00035032,2008-12-27,TMAX,1
GMW00035032,2009-06-27,TMAX,260
GMW00035032,2011-03-09,TMAX,131
GME00121246,2007-06-07,TMAX,301
GMW00035032,2009-06-27,TMIN,166
GMW00035032,2011-08-04,TMAX,277
GMW00034068,2012-03-05,TMIN,35
GMW00034068,2009-04-23,TMAX,152
GME00121246,2012-05-09,TMIN,130
GMW00034068,2010-06-05,TMAX,295
GMW00035032,2011-07-15,TMAX,234
GMW00035032,2011-12-30,TMAX,64
GMW00035032,2008-08-23,TMAX,195
GMW00034068,2011-10-14,TMAX,147
GME00121246,2013-02-12,TMAX,2
GME00121246,2013-02-12,TMIN,-18
GMW00035032,2007-04-24,TMAX,259
GME00121246,2013-11-03,TMAX,140
GME00121246,2008-02-11,TMIN,-22
GMW00035032,2011-12-30,TMIN,25
GMW00035032,2015-11-24,TMIN,-28
GMW00035032,2015-11-24,TMAX,28
GMW00034068,2007-11-21,TMAX,66
GMW00035032,2011-07-15,TMIN,118
GMW00034068,2005-12-29,TMAX,-10
GME00121246,2014-10-18,TMIN,87
GMW00035032,2008-12-27,TMIN,-26
GMW00034068,2009-04-21,TMAX,236
GMW00034068,2006-08-28,TMAX,176
GMW00034068,2010-08-12,TMIN,154
GME00121246,2010-06-04,TMIN,103
GMW00035032,2014-01-31,TMAX,51
GME00121246,2011-05-15,TMAX,168
GMW00035032,2014-11-28,TMIN,24
GMW00034068,2010-08-02,TMAX,251
GME00121246,2007-02-19,TMIN,47
GMW00035032,2014-10-09,TMAX,184
GMW00034068,2008-12-19,TMIN,-9
GME00121246,2015-02-20,TMAX,124
GMW00035032,2015-07-08,TMAX,232
GMW00034068,2010-08-02,TMIN,168
GMW00035032,2005-03-20,TMAX,116
GMW00034068,2010-08-30,TMAX,175
GME00121246,2011-05-15,TMIN,45
GMW00035032,2014-11-28,TMAX,51
GMW00034068,2005-06-03,TMIN,99
GME00121246,2007-02-19,TMAX,59
GME00121246,2015-12-05,TMIN,1
GMW00035032,2011-08-04,TMIN,183
GME00121246,2007-04-16,TMAX,264
GME00121246,2009-06-10,TMIN,131
GMW00035032,2012-06-02,TMAX,210
GMW00035032,2012-06-02,TMIN,108
GMW00035032,2008-10-01,TMAX,159
GMW00034068,2007-11-14,TMAX,49
GMW00035032,2014-01-31,TMIN,-14
GME00121246,2013-11-03,TMIN,65
GMW00034068,2007-11-14,TMIN,-10
GMW00035032,2008-10-01,TMIN,97
GMW00034068,2014-10-16,TMAX,187
GMW00034068,2006-08-28,TMIN,100
GMW00034068,2005-12-29,TMIN,-41
GMW00035032,2015-07-08,TMIN,159
GMW00035032,2009-12-10,TMAX,118
GMW00035032,2011-03-09,TMIN,1
GMW00035032,2008-07-19,TMIN,133
GMW00035032,2008-07-19,TMAX,268
GME00121246,2005-09-21,TMAX,208
GMW00034068,2010-03-22,TMAX,144
GMW00034068,2009-02-03,TMIN,-50
GMW00034068,2015-07-22,TMIN,191
GME00121246,2005-12-01,TMIN,-29
GMW00034068,2012-02-02,TMAX,-20
GME00121246,2009-12-24,TMAX,31
GMW00035032,2014-09-13,TMIN,162
GMW00035032,2008-03-26,TMIN,-12
GMW00035032,2008-02-17,TMAX,69
GMW00035032,2008-05-13,TMIN,103
GME00121246,2007-09-01,TMIN,129
GME00121246,2007-04-11,TMAX,186
GMW00034068,2012-02-02,TMIN,-106
GMW00035032,2013-10-22,TMAX,238
GMW00035032,2013-10-22,TMIN,122
GMW00034068,2010-04-20,TMAX,213
GMW00034068,2009-12-07,TMIN,18
GMW00035032,2005-01-29,TMIN,-103
GMW00035032,2014-09-13,TMAX,189
GMW00034068,2005-11-28,TMAX,39
GME00121246,2009-12-06,TMIN,62
GME00121246,2009-05-18,TMIN,83
GMW00035032,2007-03-13,TMAX,164
GME00121246,2012-09-11,TMIN,131
GMW00034068,2010-03-22,TMIN,25
GMW00035032,2007-12-23,TMIN,-55
GMW00035032,2007-03-13,TMIN,5
GMW00035032,2015-12-20,TMAX,86
GME00121246,2012-09-11,TMAX,248
GMW00034068,2015-10-30,TMAX,140
GMW00035032,2006-04-14,TMAX,147
GMW00034068,2005-03-12,TMIN,8
GMW00035032,2006-04-14,TMIN,83
GMW00035032,2014-07-29,TMAX,260
GMW00035032,2011-10-13,TMAX,145
GME00121246,2013-09-14,TMAX,189
GME00121246,2013-11-13,TMIN,15
GMW00034068,2007-04-21,TMAX,199
GMW00035032,2008-03-05,TMIN,-30
GME00121246,2009-05-18,TMAX,211
GME00121246,2009-12-24,TMIN,-5
GMW00035032,2008-03-26,TMAX,68
GMW00034068,2012-10-03,TMAX,203
GMW00035032,2013-06-07,TMIN,127
GME00121246,2007-09-01,TMAX,204
GMW00035032,2012-06-21,TMIN,163
GMW00035032,2010-08-31,TMIN,90
GMW00034068,2015-01-13,TMIN,29
GMW00035032,2010-08-31,TMAX,196
GME00121246,2012-01-17,TMIN,-68
GMW00035032,2013-02-11,TMAX,13
GMW00035032,2008-03-05,TMAX,52
GMW00034068,2015-01-03,TMAX,28
GMW00035032,2014-09-04,TMIN,161
GMW00035032,2013-06-07,TMAX,258
GMW00035032,2014-09-04,TMAX,204
GME00121246,2012-01-17,TMAX,24
GMW00034068,2010-04-20,TMIN,36
GMW00035032,2007-12-26,TMAX,-8
GMW00034068,2008-01-09,TMAX,89
GME00121246,2012-08-23,TMIN,112
GME00121246,2014-01-28,TMAX,69
GMW00035032,2013-09-01,TMIN,122
GME00121246,2012-08-23,TMAX,267
GMW00035032,2013-02-11,TMIN,-37
GMW00035032,2015-12-20,TMIN,32
GME00121246,2011-01-23,TMAX,21
GMW00035032,2007-12-26,TMIN,-57
GMW00035032,2010-01-14,TMIN,-27
GME00121246,2013-09-14,TMIN,122
GME00121246,2009-07-29,TMIN,104
GME00121246,2009-07-29,TMAX,284
GME00121246,2012-11-17,TMAX,60
GME00121246,2012-11-17,TMIN,32
GMW00034068,2012-10-03,TMIN,107
GMW00034068,2015-07-13,TMAX,230
GMW00035032,2010-01-14,TMAX,9
GMW00035032,2005-04-30,TMIN,119
GME00121246,2011-04-13,TMIN,44
GMW00034068,2015-10-30,TMIN,70
GMW00034068,2008-07-15,TMIN,97
GMW00035032,2005-03-29,TMAX,183
GMW00035032,2005-10-29,TMAX,186
GMW00034068,2010-11-09,TMIN,44
GMW00034068,2015-01-13,TMAX,145
GME00121246,2009-12-06,TMAX,102
GME00121246,2010-04-07,TMIN,23
GMW00035032,2006-12-11,TMIN,-13
GMW00034068,2009-11-22,TMIN,65
GMW00034068,2009-11-22,TMAX,131
GME00121246,2005-11-03,TMAX,194
GMW00034068,2009-03-02,TMAX,102
GME00121246,2005-11-03,TMIN,104
GME00121246,2014-11-03,TMIN,113
GMW00034068,2009-03-02,TMIN,44
GMW00034068,2007-02-12,TMAX,109
GMW00034068,2005-03-12,TMAX,79
GME00121246,2011-10-18,TMIN,36
GMW00034068,2005-05-09,TMAX,155
GME00121246,2012-01-26,TMAX,24
GMW00035032,2013-10-03,TMAX,157
GME00121246,2005-09-21,TMIN,43
GMW00034068,2014-03-17,TMIN,29
GMW00034068,2011-03-25,TMIN,8
GMW00035032,2010-02-28,TMIN,50
GMW00035032,2010-02-28,TMAX,142
GMW00035032,2010-09-19,TMAX,174
GMW00035032,2005-03-29,TMIN,83
GME00121246,2014-07-13,TMAX,225
GMW00034068,2014-03-17,TMAX,185
GMW00035032,2013-10-03,TMIN,40
GME00121246,2013-07-10,TMIN,153
GMW00034068,2007-02-12,TMIN,65
GMW00034068,2008-12-19,TMAX,75
GME00121246,2012-01-26,TMIN,-44
GMW00034068,2008-07-15,TMAX,283
GMW00034068,2011-03-25,TMAX,214
GME00121246,2007-05-20,TMIN,121
GME00121246,2007-05-20,TMAX,273
GME00121246,2014-11-03,TMAX,157
GME00121246,2006-12-02,TMAX,74
GME00121246,2006-12-02,TMIN,-13
GMW00035032,2013-02-25,TMIN,2
GMW00035032,2013-02-25,TMAX,27
GME00121246,2013-10-11,TMIN,32
GMW00035032,2006-03-05,TMAX,24
GMW00035032,2006-03-05,TMIN,-44
GMW00034068,2015-07-22,TMAX,344
GMW00034068,2008-10-20,TMIN,9
GMW00035032,2013-09-01,TMAX,189
GMW00034068,2010-06-05,TMIN,90
GME00121246,2014-01-28,TMIN,0
GMW00034068,2010-11-09,TMAX,118
GME00121246,2011-04-13,TMAX,136
GME00121246,2009-06-07,TMIN,93
GME00121246,2009-06-07,TMAX,181
GME00121246,2007-04-11,TMIN,38
GME00121246,2013-02-24,TMIN,-35
GMW00035032,2011-10-13,TMIN,45
GMW00035032,2007-05-02,TMAX,207
GME00121246,2013-10-11,TMAX,85
GMW00034068,2010-08-12,TMAX,219
GME00121246,2011-10-18,TMAX,188
GME00121246,2013-11-13,TMAX,102
GME00121246,2013-02-24,TMAX,11
GME00121246,2010-04-07,TMAX,204
GMW00035032,2008-12-14,TMIN,-23
GMW00034068,2007-04-21,TMIN,30
GMW00035032,2014-07-29,TMIN,187
GMW00034068,2010-08-30,TMIN,98
GMW00034068,2005-01-08,TMIN,36
GMW00034068,2015-07-13,TMIN,173
GMW00035032,2007-12-31,TMAX,43
GMW00034068,2005-05-11,TMIN,28
GMW00034068,2008-03-05,TMAX,61
GMW00035032,2007-05-02,TMIN,56
GME00121246,2011-02-26,TMIN,-29
GMW00035032,2013-01-06,TMAX,97
GMW00034068,2009-03-26,TMIN,50
GMW00035032,2008-07-26,TMAX,313
GMW00034068,2014-07-03,TMAX,297
GMW00034068,2007-03-24,TMAX,73
GME00121246,2015-10-26,TMAX,167
GME00121246,2006-07-19,TMAX,351
GMW00034068,2007-03-24,TMIN,30
GME00121246,2010-09-03,TMAX,203
GME00121246,2008-10-22,TMAX,104
GMW00035032,2014-04-18,TMAX,144
GMW00035032,2014-04-18,TMIN,49
GMW00035032,2006-02-11,TMIN,-26
GMW00034068,2005-09-11,TMIN,176
GMW00035032,2006-02-11,TMAX,39
GME00121246,2015-12-18,TMIN,78
GMW00034068,2008-01-30,TMIN,10
GME00121246,2010-04-04,TMIN,46
GME00121246,2010-04-04,TMAX,131
GMW00034068,2007-03-26,TMAX,184
GME00121246,2015-10-26,TMIN,50
GME00121246,2010-04-20,TMAX,191
GMW00035032,2005-11-11,TMAX,112
GME00121246,2008-10-22,TMIN,64
GMW00035032,2010-10-25,TMIN,-10
GME00121246,2007-06-02,TMAX,235
GMW00035032,2014-02-03,TMAX,50
GME00121246,2013-09-07,TMAX,233
GMW00035032,2010-10-25,TMAX,104
GMW00034068,2010-01-20,TMIN,-29
GMW00034068,2015-04-26,TMAX,222
GMW00034068,2010-01-20,TMAX,50
GMW00034068,2014-07-03,TMIN,107
GME00121246,2005-07-27,TMIN,170
GMW00035032,2009-03-29,TMAX,103
GMW00034068,2014-05-13,TMIN,82
GMW00035032,2008-09-09,TMIN,97
GMW00035032,2008-09-09,TMAX,253
GME00121246,2007-06-02,TMIN,108
GME00121246,2005-07-27,TMAX,316
GMW00034068,2014-05-13,TMAX,168
GME00121246,2006-07-19,TMIN,154
GME00121246,2008-02-04,TMAX,77
GME00121246,2010-04-20,TMIN,35
GME00121246,2011-04-23,TMIN,91
GME00121246,2005-10-15,TMIN,29
GMW00034068,2007-01-09,TMIN,94
GMW00034068,2006-07-13,TMIN,197
GMW00034068,2006-07-13,TMAX,330
GME00121246,2005-10-15,TMAX,187
GMW00034068,2010-06-06,TMIN,107
GMW00034068,2014-10-28,TMIN,23
GME00121246,2014-11-12,TMAX,95
GMW00034068,2011-10-20,TMIN,14
GMW00034068,2006-05-18,TMIN,146
GME00121246,2015-03-20,TMIN,16
GMW00035032,2011-08-15,TMAX,254
GMW00034068,2007-01-09,TMAX,144
GMW00034068,2013-11-23,TMIN,45
GMW00034068,2006-05-18,TMAX,196
GMW00034068,2007-03-26,TMIN,69
GMW00034068,2008-04-25,TMIN,84
GME00121246,2014-05-12,TMIN,70
GMW00034068,2005-09-11,TMAX,216
GME00121246,2015-03-20,TMAX,148
GMW00034068,2011-10-20,TMAX,95
GME00121246,2010-09-03,TMIN,92
GME00121246,2009-06-19,TMAX,213
GMW00034068,2013-02-15,TMIN,-11
GME00121246,2005-08-31,TMAX,301
GMW00034068,2008-11-06,TMIN,83
GMW00035032,2005-12-20,TMIN,13
GME00121246,2007-06-18,TMIN,150
GMW00034068,2008-01-30,TMAX,62
GMW00034068,2013-02-15,TMAX,20
GMW00035032,2005-12-20,TMAX,48
GME00121246,2007-06-18,TMAX,258
GMW00035032,2011-07-21,TMAX,214
GMW00035032,2012-02-03,TMAX,-35
GMW00035032,2008-09-02,TMAX,233
GMW00035032,2008-09-02,TMIN,148
GMW00035032,2011-07-21,TMIN,149
GME00121246,2011-04-23,TMAX,270
GME00121246,2011-01-17,TMIN,-14
GMW00035032,2005-11-11,TMIN,44
GMW00035032,2014-02-03,TMIN,-13
GMW00034068,2006-03-13,TMAX,37
GME00121246,2015-12-18,TMAX,124
GME00121246,2007-10-19,TMIN,20
GMW00035032,2009-03-29,TMIN,26
GME00121246,2013-01-31,TMIN,61
GME00121246,2014-09-06,TMIN,141
GMW00035032,2012-06-08,TMAX,236
GME00121246,2014-09-06,TMAX,270
GME00121246,2015-02-27,TMIN,29
GMW00034068,2015-07-17,TMIN,183
GME00121246,2014-04-26,TMAX,215
GME00121246,2010-11-05,TMAX,155
GMW00034068,2015-07-17,TMAX,357
GME00121246,2010-11-05,TMIN,129
GME00121246,2015-02-27,TMAX,62
GMW00035032,2014-04-20,TMAX,214
GME00121246,2011-02-25,TMIN,-9
GMW00035032,2007-06-12,TMIN,171
GME00121246,2011-09-25,TMAX,239
GME00121246,2008-08-05,TMAX,263
GME00121246,2011-09-25,TMIN,79
GMW00035032,2009-04-22,TMAX,187
GME00121246,2013-01-21,TMIN,-20
GME00121246,2013-01-21,TMAX,4
GME00121246,2014-04-26,TMIN,113
GMW00035032,2014-09-19,TMAX,238
GMW00035032,2014-09-19,TMIN,156
GMW00035032,2012-06-08,TMIN,138
GMW00034068,2012-08-06,TMAX,221
GMW00034068,2012-08-06,TMIN,144
GME00121246,2015-04-08,TMAX,154
GMW00035032,2015-02-03,TMIN,-39
GMW00034068,2011-10-27,TMIN,15
GME00121246,2010-08-25,TMAX,222
GMW00034068,2007-05-08,TMAX,190
GMW00035032,2010-06-07,TMIN,125
GMW00035032,2009-04-22,TMIN,53
GMW00034068,2006-01-29,TMIN,-100
GME00121246,2015-08-24,TMAX,230
GME00121246,2007-10-19,TMAX,122
GMW00034068,2005-06-21,TMIN,148
GMW00034068,2006-07-15,TMIN,154
GME00121246,2008-08-05,TMIN,126
GMW00034068,2014-08-10,TMIN,157
GMW00034068,2012-04-16,TMIN,-8
GMW00035032,2013-12-16,TMAX,74
GMW00034068,2009-05-19,TMAX,248
GMW00035032,2012-12-15,TMAX,91
GMW00035032,2014-04-12,TMAX,201
GMW00035032,2014-04-12,TMIN,98
GMW00035032,2013-12-16,TMIN,-25
GMW00035032,2012-12-15,TMIN,63
GMW00035032,2009-04-18,TMAX,119
GME00121246,2012-03-16,TMAX,210
GME00121246,2012-03-16,TMIN,-12
GMW00035032,2005-03-10,TMIN,-19
GME00121246,2007-10-28,TMIN,41
GME00121246,2015-05-17,TMIN,86
GME00121246,2007-10-28,TMAX,109
GME00121246,2008-02-04,TMIN,-27
GMW00035032,2015-02-03,TMAX,34
GMW00034068,2014-08-10,TMAX,275
GMW00034068,2015-11-18,TMIN,120
GMW00035032,2008-10-07,TMIN,111
GMW00034068,2014-11-14,TMIN,53
GMW00034068,2014-11-14,TMAX,133
GMW00034068,2006-07-15,TMAX,284
GMW00034068,2006-12-28,TMAX,21
GMW00034068,2006-10-14,TMAX,178
GME00121246,2012-04-05,TMAX,115
GMW00034068,2009-05-19,TMIN,68
GMW00035032,2015-10-19,TMIN,10
GME00121246,2011-01-17,TMAX,50
GMW00034068,2006-10-14,TMIN,110
GMW00035032,2009-04-18,TMIN,84
GMW00034068,2012-04-16,TMAX,114
GMW00035032,2014-04-20,TMIN,104
GME00121246,2011-02-25,TMAX,69
GMW00034068,2006-12-28,TMIN,-5
GME00121246,2012-04-05,TMIN,57
GME00121246,2013-09-07,TMIN,168
GMW00035032,2008-10-07,TMAX,184
GMW00034068,2005-06-21,TMAX,344
GME00121246,2013-09-04,TMIN,117
GMW00034068,2013-11-23,TMAX,87
GMW00034068,2009-05-31,TMIN,120
GME00121246,2013-02-25,TMAX,26
GMW00034068,2005-12-03,TMIN,-6
GME00121246,2013-04-17,TMAX,243
GMW00035032,2012-12-18,TMIN,31
GMW00035032,2007-05-05,TMAX,218
GMW00034068,2009-05-21,TMIN,117
GMW00034068,2013-10-21,TMAX,183
GMW00035032,2007-04-02,TMIN,78
GMW00035032,2007-05-05,TMIN,119
GMW00034068,2014-12-24,TMIN,-1
GMW00035032,2015-08-16,TMAX,181
GME00121246,2007-11-16,TMAX,24
GMW00035032,2007-04-02,TMAX,188
GMW00035032,2015-08-16,TMIN,152
GMW00035032,2013-02-24,TMAX,13
GME00121246,2007-01-22,TMIN,-11
GMW00034068,2013-11-10,TMIN,12
GME00121246,2013-04-17,TMIN,141
GMW00035032,2014-10-18,TMIN,91
GME00121246,2006-06-26,TMIN,171
GMW00034068,2012-05-07,TMAX,164
GME00121246,2005-08-17,TMAX,259
GME00121246,2013-09-26,TMIN,99
GME00121246,2015-04-08,TMIN,-3
GMW00035032,2010-05-30,TMIN,92
GMW00035032,2010-05-30,TMAX,195
GMW00034068,2008-09-22,TMAX,154
GMW00034068,2013-11-10,TMAX,88
GMW00034068,2005-04-13,TMAX,178
GME00121246,2014-06-18,TMIN,96
GME00121246,2014-06-18,TMAX,255
GMW00034068,2010-05-17,TMAX,189
GMW00034068,2007-09-03,TMAX,179
GMW00034068,2013-10-21,TMIN,117
GMW00035032,2008-02-14,TMIN,-27
GMW00035032,2014-09-01,TMIN,111
GMW00035032,2014-09-01,TMAX,199
GME00121246,2006-06-26,TMAX,261
GMW00034068,2012-05-07,TMIN,68
GMW00035032,2012-12-18,TMAX,67
GMW00035032,2005-07-27,TMIN,177
GME00121246,2013-02-25,TMIN,2
GMW00034068,2006-12-20,TMAX,60
GMW00035032,2010-11-18,TMAX,73
GME00121246,2008-10-09,TMAX,167
GMW00035032,2009-11-04,TMAX,107
GMW00035032,2012-02-24,TMIN,55
GMW00034068,2008-01-08,TMAX,92
GMW00034068,2005-07-10,TMIN,139
GMW00035032,2007-08-09,TMIN,139
GMW00035032,2012-02-24,TMAX,117
GMW00034068,2009-05-21,TMAX,253
GME00121246,2013-09-26,TMAX,194
GME00121246,2012-04-24,TMAX,134
GMW00035032,2015-05-18,TMIN,56
GMW00035032,2012-05-30,TMAX,261
GMW00034068,2008-06-14,TMIN,68
GMW00035032,2015-05-18,TMAX,233
GMW00035032,2009-09-23,TMAX,245
GMW00034068,2005-04-07,TMAX,143
GMW00034068,2014-12-24,TMAX,100
GMW00035032,2014-02-17,TMAX,105
GMW00034068,2012-07-26,TMIN,166
GMW00034068,2009-09-12,TMIN,117
GMW00034068,2008-01-08,TMIN,-18
GMW00034068,2005-04-13,TMIN,88
GMW00034068,2010-11-15,TMAX,127
GMW00035032,2015-02-22,TMIN,-8
GMW00034068,2005-02-11,TMIN,61
GMW00035032,2014-10-18,TMAX,204
GMW00034068,2010-11-15,TMIN,63
GME00121246,2007-01-22,TMAX,56
GMW00035032,2013-02-24,TMIN,-29
GMW00034068,2013-09-18,TMIN,101
GMW00034068,2005-04-07,TMIN,78
GMW00034068,2013-09-18,TMAX,162
GMW00034068,2006-12-20,TMIN,-20
GMW00035032,2009-11-04,TMIN,72
GMW00034068,2006-09-29,TMIN,129
GMW00034068,2012-07-26,TMAX,339
GMW00034068,2006-09-29,TMAX,213
GMW00034068,2008-09-22,TMIN,77
GMW00034068,2015-09-30,TMIN,76
GMW00035032,2012-05-09,TMIN,137
GMW00034068,2011-05-03,TMIN,21
GME00121246,2009-06-19,TMIN,109
GME00121246,2008-11-10,TMIN,127
GMW00035032,2007-08-09,TMAX,177
GMW00034068,2012-09-07,TMAX,257
GMW00035032,2015-05-25,TMIN,91
GMW00034068,2006-03-04,TMIN,-73
GMW00035032,2015-05-25,TMAX,202
GMW00034068,2012-09-07,TMIN,62
GMW00034068,2007-11-17,TMIN,6
GMW00035032,2008-02-14,TMAX,20
GMW00034068,2007-11-17,TMAX,34
GMW00034068,2014-12-29,TMAX,-22
GMW00035032,2007-01-02,TMIN,0
GMW00034068,2008-04-25,TMAX,182
GMW00035032,2013-05-13,TMAX,138
GMW00034068,2011-05-03,TMAX,149
GMW00035032,2007-01-02,TMAX,63
GME00121246,2006-05-29,TMIN,81
GMW00034068,2013-11-09,TMAX,130
GMW00034068,2010-06-06,TMAX,297
GMW00035032,2015-12-05,TMAX,79
GMW00034068,2006-03-04,TMAX,8
GMW00035032,2005-06-24,TMIN,199
GMW00035032,2005-06-24,TMAX,335
GMW00035032,2015-12-05,TMIN,-3
GMW00034068,2015-11-18,TMAX,167
GME00121246,2015-03-23,TMAX,89
GMW00034068,2011-01-17,TMIN,3
GMW00034068,2013-05-06,TMAX,237
GME00121246,2009-06-30,TMAX,287
GMW00035032,2011-08-15,TMIN,157
GMW00034068,2013-05-06,TMIN,89
GMW00034068,2011-01-17,TMAX,95
GMW00034068,2013-11-09,TMIN,49
GMW00034068,2009-05-31,TMAX,216
GME00121246,2009-06-30,TMIN,174
GME00121246,2014-05-23,TMAX,215
GME00121246,2014-05-23,TMIN,110
GME00121246,2014-11-12,TMIN,64
GMW00035032,2012-08-28,TMAX,266
GMW00035032,2010-11-18,TMIN,50
GMW00035032,2013-12-30,TMIN,-19
